,ambulancer,bikedir,bikeinjury,bikepos,crashgrp,crashloc,crashtype,development,drvrinjury,recordid,geocodio_AddressNumber,geocodio_Street
150,5,3.3039771526735473,0,5.0,1.5471031605519379,0.0,1.5690630677617585,0.0,0.0,7202c14693334bfcd1e3d10e878dc75b1a8ef989,8235.0,Monroe Rd
151,5,0.0,3,5.0,0.0,0.0,0.0,0.0,0.0,513400fc4fc5c1739f9c890bff7253e366b90df6,1932.0,Allen St
152,5,3.0,0,5.0,1.0,3.0,2.0,0.0,0.0,42066d69bc477e8dad77f7c20a412c2ccf4c4529,2365.0,Sharon Rd
153,5,3.0,3,5.0,1.0,0.0,2,0.0,0.0,1e3084ae85625c49b6b89246498df0c805dc670b,6599.0,Pineville-matthews Rd
154,5,3.3039771526735473,0,0.0,0.0,0.0,0.0,5.0,0.0,abc1a22b65ba7dab43a90e420ab630c6578f2c2f,6229.0,Carmel Rd
155,0,3.3039771526735473,0,0.0,1.5471031605519379,0.0,1.5690630677617585,0.0,0.0,1621176e4464fce07461e43df08d6d18aef72642,10767.0,S Tryon St
156,0,3.3039771526735473,1,5.0,1.5471031605519379,0.0,1.5690630677617585,5.0,0.0,7535d389f8b8591ffc09274f80300e12efa11f2e,7101.0,Harrisburg Rd
157,5,3.0,0,5.0,2.0,0.0,2.0,5.0,0.0,afed5a67885fd82dd5529af8356d506275e9f560,1103.0,Reece Rd
158,0,3.0,1,5.0,0.0,3.0,0.0,5.0,0.0,8fc904a454153ccd6fd5e8f72f90470cdc3f09ae,5600.0,Statesville Rd
159,0,3.0,3,5.0,0.7865274962392436,0.0,1.743870248261988,5.0,0.0,9be1f29cc491a5435b5996c8e6d1e498a6610c3d,10329.0,Park Rd
160,5,3.0,3,5.0,1.5471031605519379,0.0,1.5690630677617585,5.0,0.0,210dc6fcdacf16f4ae62fceec529555b1e1920ee,4912.0,Sunset Rd
161,5,3.0,3,0.0,2.0,3.0,2.0,5.0,0.0,bdc10ece037e86563c545f2bd48cfb72629ad198,1403.0,E Bv
162,5,3.3039771526735473,0,0.0,1.2256853905921663,0.0,1.439431243892316,5.0,0.0,aacffa5eb7b55e0fbaa252c67acfbbfa83aa576b,8249.0,N Tryon St
163,5,0.0,4,5.0,0.5812293449738022,3.0,2,0.0,0.0,dc81a090fba3b000d930cb3337c692c7027e82c7,1316.0,Remount Rd
164,5,0.0,0,5.0,0.0,3.0,0,0.0,0.0,aef4f1b1e85831bf3cc43bf368680dbcfbe8514d,902.0,Rodey Ave
165,0,3.3039771526735473,0,0.0,1.2256853905921663,0.0,0.0,5.0,0.0,f1aa5249767e5dbf6e85eb91f27ad0f84363c111,2501.0,Freedom Dr
166,5,3.3039771526735473,3,0.0,0.0,0.0,0.0,5.0,0.0,b0b1c4187c1ae134f23347d4e9845467052810b8,1715.0,Pineville-matthews Rd
167,5,0.0,0,0.0,0.9238238946244692,0.0,3.7055145607167823,5.0,0.0,bc9745f9784f8815d339883a523f7b76ba74a4b1,5137.0,Central Ave
168,0,3.0,5,5.0,4.0,3.0,4.0,5.0,0.0,37a61e7b2f1e5e9646d013aacd7a074e9708b2b7,7321.0,N Tryon St
169,0,3.0,1,5.0,0.0,0.8818671780873069,0,0.0,0.0,8ca4cc0a370f254b1a67f274fec4ca63632bce58,229.0,E Kingston Ave
170,5,3.0,4,5.0,1.0,0.0,2.0,0.0,0.0,f9de338dafb42075305e3becb66cb07d47b8824f,201.0,Skyland Ave
171,0,3.3039771526735473,0,5.0,0.9871032700525614,3.0,1.9993238445896713,5.0,0.0,bf8f1f22d92e0b7a34f0fe464cd281230cfa692c,4004.0,Monroe Rd
172,0,3.3039771526735473,3,0.0,3.6944052863428,3.0,3.7736652392328898,0.0,0.0,6e6e19bd7de49355d065cb06705837e23271983f,2009.0,Lasalle St
173,0,3.3039771526735473,1,0.0,0.9871032700525614,3.0,1.9993238445896713,0.0,0.0,f5bc52af934341402b9c85f1d52c89179d6f6eaa,6314.0,Albemarle Rd
174,0,3.3039771526735473,0,0.0,0.9871032700525614,3.0,1.9602210819956984,0.0,0.0,6f50fb67083ae0c0790b59fbdc3b3ddebd86c841,3101.0,Providence Rd
175,5,0.0,3,0.0,0.9871032700525614,3.0,1.9993238445896713,5.0,0.0,2a8652838f06b6146b4730ff514d94e5a9326fa5,613.0,Providence Rd
176,5,3.3039771526735473,3,0.0,1.5471031605519379,0.0,1.5690630677617585,0.0,0.0,39fae5ec78ad9da01b95e30d09830431e409514d,5149.0,N Sharon Amity Rd
177,5,3.0,3,0.0,2.0,0.0,2.0,0.0,0.0,e1d6ccd85a5d8ebe8ddabcf459c56c3f102c1fbd,2299.0,Beam Rd
178,5,3.0,0,5.0,4.0,3.0,0.0,5.0,0.0,2135421813153b0f6965f6739a52a6a6afa02b53,8106.0,Providence Rd
179,5,3.0,3,5.0,1.0,0.0,2.0,0.0,0.0,3176b70db8c8569dac299c4ae43aedc15e2e8558,3541.0,Cotillion Ave
180,0,3.0,3,5.0,1.0,0.0,2.0,0.0,0.0,386e2f57d546fc3a2394da81e1b9675b4fbddb0f,2128.0,The Plz
181,0,0.0,3,5.0,0.7865274962392436,0.0,1.8566901907690336,0.0,0.0,2ce6810679fdbe638daf80ab32261cf3173f207b,2003.0,Belvedere Ave
182,0,3.0,1,0.0,1,3.0,0,0.0,0.0,e1c79c7cf9a9ef18356a71040fffb2298db877ea,11341.0,Erwin Ridge Ave
183,5,3.0,3,5.0,1.0,0.0,2.0,0.0,0.0,f8824323c4d381d13988bfe004adc286cb4deb09,3901.0,Sulkirk Rd
184,5,3.0,3,2.5,2.0,0.0,2.0,5.0,0.0,a9505b6740074a16f1365354ef8933c2ab08c21b,1500.0,East Blvd
185,0,0.0,3,0.0,1.2256853905921663,0.0,1.439431243892316,0,0.0,e1166508e73ce0b246b2bc3eb759af21988b4b99,1100.0,N Graham St
186,5,3.0,4,5.0,0.0,0.0,0.0,0.0,0.0,5456b8633b622d340dafcb08820686f7745c6963,629.0,E 18th St
187,5,3.3039771526735473,0,0.0,0.9871032700525614,3.0,1.9993238445896713,5.0,0.0,325f1cbaf8dac8b83f0629ba04ca5f9007ede187,2547.0,West Blvd
188,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,ab5037fa43273d38a64ef0e90ac96bfe78876a00,6136.0,Kestrel Ct
189,5,0.0,3,0.0,0.9238238946244692,0.8818671780873069,3.7055145607167823,5.0,0.0,1922763df969920d85352f1ffab907ef47dfe298,1781.0,N I - 85 Svc Rd
190,0,3.3039771526735473,0,0.0,1.0,0.0,2.0,5.0,0.0,cd302ca9ac95383a32d1b7250cc37acf738604f7,106.0,E Trade St
191,0,3.0,3,5.0,1.5471031605519379,0.0,1.9052921977613009,0.0,0.0,5a2768580087c18d72a608d234b350626c44aeea,3501.0,Central Ave
192,5,3.0,0,2.5,4.0,3.0,4.0,5.0,0.0,541304f09e44e0c64a406ed973c2cf77d0e4067d,7929.0,Statesville Rd
193,0,0.0,1,5.0,0.5812293449738022,3.0,1.8511335893428382,0.0,0.0,a7f2e71f558a865aab521dffb9df8da234d7a041,4203.0,The Plz
194,5,3.3039771526735473,0,0.0,1.6826109754383793,0.0,2.599223782593324,5.0,0.0,2b2fc0270d393556f1ba3ef7cc79dabfa913b00f,127.0,N Cedar St
195,5,3.3039771526735473,3,0.0,1.5471031605519379,0.0,1.5690630677617585,5.0,0.0,53a44b8bc871da6fc687b031e668d85d9dce3d32,6500.0,Fairview Rd
196,5,3.3039771526735473,0,0.0,0.9871032700525614,3.0,1.9993238445896713,5.0,0.0,2352512f17d4df09bf5b90a1a2eb7f52644c22d9,9103.0,Albemarle Rd
197,0,3.0,0,5.0,1.5471031605519379,0.0,1.5690630677617585,0.0,0.0,2740818de26b3cb2c76a97cd3fdc12f52a177931,1801.0,Queens Rd W
198,5,3.0,3,5.0,1.6826109754383793,0.0,1.9744608182855328,5.0,0.0,a306a493b95ed83a7ed994082158376cede40c1d,303.0,N Poplar St
199,5,0.0,1,5.0,0.0,0.0,0.0,5.0,0.0,d81fae561a8726d6b1e45718cbd9e4d23a706853,3226.0,Wilkinson Blvd
200,0,3.3039771526735473,1,0.0,0.9871032700525614,3.0,1.9993238445896713,5.0,0.0,a56053d8b248ee43f3c680b4dcb79f7229e4ec09,100.0,W 3rd St
201,5,0.0,3,5.0,0.0,0.8818671780873069,0.0,0.0,0.0,e5b471fa8c2128f33e021e2bb987229b3c77a32e,3024.0,Whiting Ave
202,5,3.0,3,5.0,1,3.0,0,0.0,0.0,3140ce8903491b5e172a91fb12f676a322d728bf,6500.0,Deermont Ct
203,0,3.0,0,5.0,4.0,3.0,4.0,5.0,0.0,815c679e38a52becb003699e85479914d65e9ef7,4220.0,N Tryon St
204,5,3.0,0,2.5,1.0,3.0,2.0,5.0,0.0,11797dadc96c8869d735b5c69e3758ebea5e565a,2400.0,N Davidson St
205,0,3.3039771526735473,0,0.0,1.6826109754383793,0.0,2.599223782593324,5.0,0.0,15ef310c8a11993fc8e29dc3bd2ac805c7971eba,3221.0,N Tryon St
206,5,0.0,1,0.0,1.0,0.0,2.0,5.0,0.0,fd6a624336dd6fa9e9a84d4e8e63113041378061,545.0,Providence Rd
207,0,3.0,0,5.0,4.0,0.0,4.0,5.0,0.0,a1b1b298ce1b6fee67f618765a20126042fa21c2,701.0,N Graham St
208,5,3.3039771526735473,0,0.0,0.9871032700525614,3.0,1.9993238445896713,5.0,0.0,fd155ade0a4e210625c6573d5ec74ba4b994f1c5,435.0,Clanton Rd
209,0,3.3039771526735473,0,0.0,1.5471031605519379,0.8818671780873069,1.5690630677617585,0.0,0.0,18f6cf026933445700e2a82377cc6c69cd794836,7506.0,Idlewild Rd
210,5,3.0,0,5.0,1.6826109754383793,0.0,2,5.0,0.0,2ed473a71232af910a62bd4bd21560960782c4d7,601.0,N
211,5,3.0,0,5.0,4.0,3.0,1.0,0.0,0.0,18287dc53d9e43898568904e3fb74870b9fb9f2e,8301.0,Moores Chapel Rd
212,5,3.3039771526735473,3,5.0,1.2256853905921663,0.0,1.439431243892316,5.0,0.0,4937fe32290315bf83653e6bd3afb5bd501db80a,129.0,S Church St
213,5,3.3039771526735473,3,5.0,0.7865274962392436,3.0,1.9790777208069816,5.0,0.0,f36ff161e71c39255beba6ccd40c6548c13e42e0,3215.0,Queen City Dr
214,0,3.0,3,5.0,2.0,0.0,2.0,0.0,0.0,7659fd7553f5cd178d8f9e9bd98b40c2fe69bbc4,8800.0,Moores Chapel Rd
215,5,3.0,3,5.0,1.5471031605519379,0.0,1.5690630677617585,0.0,0.0,3bf796600083a914f141212084736aa0d93675e3,1869.0,Queens Rd W
216,5,3.3039771526735473,0,0.0,1.6826109754383793,0.0,2.599223782593324,0.0,0.0,315f51d0ec7142f444c55f58ad719b5c8ff20636,4400.0,Randolph Rd
217,5,3.0,3,5.0,4.0,3.0,4.0,0.0,0.0,84e2f1a756f0a6302306e7c4d2440168e086cdb3,3419.0,Pine Meadow Dr
218,0,3.0,1,5.0,0.7865274962392436,0.0,1.743870248261988,5.0,0.0,03e2f717e9f0b0793740389411faf3d1dd5db31e,110.0,S Caldwell St
219,0,3.0,3,5.0,1.0,0.0,2.0,5.0,0.0,8725864790fee860071ba58bb599e16155734375,1436.0,Elizabeth Ave
220,5,3.0,4,5.0,4.0,3.0,4.0,0.0,0.0,ef050cbb1a831d0358ecfed79afa2c0c59a8a57a,4239.0,State Rd 2828
221,0,0.0,0,0.0,0.5812293449738022,3.0,1.940254031921809,5.0,0.0,d4029d98f26c361f93d9ab256db334ea3efc7011,4903.0,Old Pineville Rd
222,0,3.0,0,5.0,4.0,3.0,4.0,5.0,0.0,8304dd4eea10650905d665620474b7e4705a6008,3718.0,Eastway Dr
223,5,0.0,3,5.0,0.7865274962392436,0.0,1.9112837281089872,0.0,0.0,2b00d4ddbf86df93d6d7c86462b347b8a51534e0,6735.0,Fisher's Farm Ln
224,5,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,790828678202b017085f977bc1d978e9a6b3f064,9409.0,Old Concord Rd
225,0,3.0,0,5.0,0.0,3.0,0.9874375635243792,0.0,0.0,7c550b13d2681c0c2969d983df3369220dd92c56,5844.0,Lagrande Dr
226,5,3.0,0,5.0,4.0,0.0,0.0,0.0,0.0,10ba25c57fd5e86a25464db820e26ae3835b9236,5446.0,Statesville Rd
227,5,3.0,3,5.0,1.0,3.0,2.0,0.0,0.0,363cadfb65a9208ca80cfadec2994e08a92c0fa7,4840.0,Nevin Rd
228,5,3.0,3,5.0,2.0,0.0,2,5.0,0.0,eb04514b27f900563c52d925b8b559f0a5a6d9ff,3229.0,The Plz
229,0,3.0,0,5.0,0.0,0.0,0,0.0,0.0,f05dff3556c7a257afe3a35152efd30c378513eb,1326.0,N Davidson St
230,5,3.0,3,5.0,0.0,0.0,1.6294373023648059,5.0,0.0,a84c0df2656c315f6c1ee5ad9aa88f23081a88b4,3116.0,The Plz
231,0,3.0,0,5.0,2.0,3.0,3.9830376193957537,0.0,0.0,054531b35aa04cd087850e514084c7bdc319b7c4,8621.0,Stonehurst Dr
232,5,3.0,4,5.0,0.0,0.0,0.0,0.0,0.0,e1678258f03a126a700ae421210267897fc92c91,5501.0,Queen Anne Rd
233,5,0.0,3,0.0,1.2256853905921663,0.0,0,0.0,0.0,498a4de75d2d5476be66fe3d15b9df737b296975,4315.0,Providence Rd
234,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,b31e42431f353a9428ec5f6d22c92a869cb5d9fe,9820.0,Monroe Rd
235,5,3.0,3,2.5,4.0,3.0,1.0,0.0,0.0,18a60cc7f5017edbe46ebe6fa859fbbf0404756c,,I 485
236,5,3.0,4,5.0,1.0,3.0,2.0,5.0,0.0,851c4726563daca46cecae72f0b1cc4cbb21f706,6514.0,N Tryon St
237,5,3.3039771526735473,0,0.0,0.9871032700525614,3.0,1.9993238445896713,5.0,0.0,93f3a307bf8ae73016ddcb486a3789041dc4fe6a,6007.0,Albemarle Rd
238,5,3.3039771526735473,0,0.0,0.9871032700525614,3.0,1.9993238445896713,5.0,0.0,31611a7f11255db783e44be93bf60acc138fd653,2729.0,W Sugar Creek Rd
239,5,3.0,3,5.0,1.0,3.0,2.0,5.0,0.0,ffdb8eeed333abb21be27a7c4dd50600c7880c5e,10325.0,Park Rd
240,0,3.3039771526735473,1,5.0,1.5471031605519379,0.0,1.5690630677617585,0.0,0.0,908cf501b1942e0250acbea5129cc122464345ad,1700.0,Eastway Dr
241,5,3.0,1,5.0,1.0,0.0,2.0,5.0,0.0,24698bcf4f1f40436b4eb9a78066164d630f8a68,4005.0,S Bv
242,0,3.0,0,5.0,4.0,3.0,4.0,0.0,0.0,403b48a8f6fffe8be2b45d5a6f70eead56187303,3545.0,Sargeant Dr
243,0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,f49ba5dd3e081cdaa922e52c5d618267fdb2eeda,4512.0,Wynbrook Way
244,0,3.3039771526735473,0,0.0,1.5471031605519379,0.0,1.5690630677617585,0.0,0.0,f1140c17644d382dfd30baaeb0ce868e5fc654e2,7522.0,Park Rd
245,0,3.0,3,5.0,0.0,0.0,1.6294373023648059,0.0,0.0,da46a90277b5d708007db78b9cddd068cff19024,2657.0,Kenhill Dr
246,0,3.0,3,5.0,4.0,3.0,4.848549680256302,0.0,0.0,c6fa5ee119f8f5549955055896c7e19c033c6f37,10200.0,Harrisburg Rd
247,5,3.3039771526735473,3,2.5,0.7865274962392436,0.0,1.743870248261988,0.0,0.0,1a4fb835b28fac55241d945c0401bb56bf73080b,728.0,N Caldwell St
248,0,3.0,3,5.0,1.0,0.0,2.0,5.0,0.0,a8ab7476eac406999ebb111aea205cd30fc5826a,12708.0,Johnston Rd
249,0,3.0,3,5.0,2.0,3.0,2.0,0.0,0.0,eab8af0565e67aa19c1fa7d2f498782784ecc58f,2200.0,The Plz
250,5,3.0,3,5.0,1.0,3.0,2.0,5.0,0.0,5a9fd8f3ff8ace08f0be6eb57d4c180dd3dfd3c8,2308.0,Central Ave
251,0,3.0,0,5.0,0.0,3.0,0.9874375635243792,0.0,0.0,f65bfa1b38cc33e9e035e49d25802d33ee7bcc8b,2733.0,Marney Ave
252,5,0.0,0,5.0,0.5812293449738022,3.0,2,0.0,0.0,267c07465b9b331fe6809eb3d7249f417c0ef757,9225.0,Apple Pie Ct
253,5,3.3039771526735473,3,0.0,1.5471031605519379,0.0,1.5690630677617585,5.0,0.0,3bdd54535c6108c71f79e84fbb3bd49ba34bdbb5,10223.0,Park Willow Dr
254,5,3.0,3,2.5,2.0,0.0,2.0,5.0,0.0,5a68318d0ce95262e8fd704781398b09b9e2be55,1538.0,East Blvd
255,0,3.3039771526735473,1,0.0,1.5471031605519379,0.0,1.5690630677617585,0.0,0.0,9526dee149892661864ff88bce8312d964dfc67d,6101.0,Quail Hollow Rd
256,0,0.0,1,5.0,0.0,0.0,1.6294373023648059,5.0,0.0,fa35a1967dea8aa128fb6a210db74959c264af75,10700.0,Blue Heron Dr
257,0,0.0,0,5.0,0.5812293449738022,3.0,2,0.0,0.0,a2429eb1666706f142647dd95f638c0d6035090d,7425.0,William Reynolds Dr
258,0,3.0,0,5.0,1.5471031605519379,0.0,1.5690630677617585,0.0,0.0,a547e46f9ad3e4b1449912b5e00dd867bcb3699a,11710.0,S Tryon St
259,0,3.0,0,5.0,4.0,0.0,4.0,0.0,0.0,d56e8704f5fba3c5b72bdaf739231244595c7e61,1010.0,Tara Ln
260,5,3.0,3,5.0,0.0,0.0,0.0,0.0,0.0,6fb64b9445eb0784046baf4e1d063194831d0f9b,5031.0,Oak Pasture Ln
261,5,3.3039771526735473,0,0.0,1.5471031605519379,0.0,1.5690630677617585,0.0,0.0,743a34c5ccbc66003caf5fc06148a72418a53cfd,1700.0,The Plz
262,0,3.3039771526735473,3,0.0,1.2256853905921663,0.0,0.0,5.0,0.0,3e94ec0eb079c7e45cb962cd4f058ad52447db92,229.0,S Caldwell St
263,5,3.0,0,5.0,1.5471031605519379,0.0,1.9052921977613009,5.0,0.0,5658c95a06b54ba30308c8b8d91a73a4dac718b7,3000.0,Beatties Ford Rd
264,0,3.0,3,5.0,1.0,3.0,2.0,0.0,0.0,8c8e9fb20b40f44e9d31717fb10113d5c3f77de3,15917.0,Steele Creek Rd
265,0,3.3039771526735473,3,5.0,1.5471031605519379,0.0,1.5690630677617585,0.0,0.0,971739d7c51e75d8802c8b5ba89d87da1a6fa2be,3136.0,The Plz
266,5,3.3039771526735473,0,5.0,1.5471031605519379,0.0,1.5690630677617585,5.0,0.0,5b10561ed86647ae819fa2b2155a294b63a0167a,3133.0,Pineville-matthews Rd
267,0,3.0,0,5.0,1.5471031605519379,0.0,1.5690630677617585,5.0,0.0,3a91dadabdb62d964503619bfd970cf23fc70c97,1544.0,Camden Rd
268,0,3.3039771526735473,0,5.0,1.0,0.0,2.0,5.0,0.0,ccc4a9437412642dd47b2905f9ed9e8ad801d87c,6100.0,S Bv
269,0,3.3039771526735473,0,5.0,1.5471031605519379,0.0,1.5690630677617585,0.0,0.0,00f33b12be023b4a16f686cd45768f8cd2b7a57e,7124.0,S Tryon St
270,5,3.0,5,5.0,1.0,0.0,2.0,5.0,0.0,a31323496aa53ed265495577a390f44c2dbe7f9e,3303.0,Monroe Rd
271,0,3.0,0,5.0,0.0,0.8818671780873069,0.0,0.0,0.0,7390efa841b78310e37d9f1ddd24fbfc40b45dd4,6701.0,Ellendale Dr
272,0,3.3039771526735473,1,5.0,1.5471031605519379,0.0,1.5690630677617585,5.0,0.0,346ff7f26e45fa65e27d255b453d836f5515fae1,3819.0,Beatties Ford Rd
273,0,3.0,3,5.0,1.5471031605519379,0.0,1.5690630677617585,0.0,0.0,390d44ee0e78846d5c6fbb824a91e407b7cb7157,6800.0,Monroe Rd
274,5,0.0,5,5.0,0.9238238946244692,0.0,3.7055145607167823,5.0,0.0,38947eae6fd753d73ea9218789e9d4562f81cbc6,2535.0,S Tryon St
275,5,0.0,4,0.0,0.9238238946244692,0.8818671780873069,3.7055145607167823,0.0,0.0,0445637e309b05b7b37333b5f88c45ba1a7fb9a0,9602.0,Aventide Ln
276,0,0.0,1,0.0,0.0,0.0,0.0,5.0,0.0,0781d7973e37e912b08b0b105b491cc39b32fe7f,9515.0,S Bv
277,0,3.0,1,0.0,1.2256853905921663,0.0,0.0,5.0,0.0,fabedd81a024e54dfa257dd9113d4ac300f1bf7d,1600.0,W Morehead St
278,5,3.0,3,5.0,1.5471031605519379,0.0,1.5690630677617585,5.0,0.0,e5315225864d8ef2cb0a538702747050ad5e8840,10903.0,Elm Ln
279,5,3.3039771526735473,3,0.0,1.2256853905921663,0.0,1.439431243892316,0.0,0.0,e88be1456bf7121735ac92f32ca460a3a39d6de8,7727.0,Monroe Rd
280,5,3.3039771526735473,0,0.0,1.5471031605519379,0.0,1.5690630677617585,0.0,0.0,b95803226523008b330105cd0e471ade055dacf9,1700.0,Eastway Dr
281,0,3.0,0,5.0,0.7865274962392436,0.0,1.8566901907690336,0.0,0.0,df6ac598d79542fba26b5ccc59c9058309c60f5a,824.0,Jackson Ave
282,5,3.3039771526735473,0,0.0,0.9871032700525614,3.0,1.9993238445896713,5.0,0.0,eb972df00308fc28d143b6171d7be7aeea9bdd4c,7138.0,E W T Harris Bv
283,5,3.3039771526735473,0,0.0,0.9871032700525614,3.0,1.9993238445896713,5.0,0.0,d24dccb678b2f64afacdf8af8b609f6261e26562,1108.0,Elizabeth Ave
284,5,3.0,3,5.0,0.0,3.0,0.0,0.0,0.0,624c8e95c0b1f927707849d74479f072c608ef3a,417.0,Hilo Dr
285,5,3.3039771526735473,0,5.0,0.0,0.0,0,0.0,0.0,7ad3fe359413092e68ea922bcb4183d6040d501c,106.0,Fielding Rd
286,0,3.3039771526735473,0,0.0,0.9871032700525614,3.0,1.9993238445896713,0.0,0.0,0afdd5219caabb7b7cd3d32fb930c7333af1a0b5,7556.0,Petrea Ln
287,0,0.0,3,0.0,0.9871032700525614,3.0,1.9993238445896713,5.0,0.0,e4ada4b1edeb7678eef51b7cb23e4141800fffe9,211.0,N Church St
288,5,3.0,0,5.0,4.0,3.0,4.848549680256302,0.0,0.0,cbb5254e034ea66eb88dc9c113b8e2e0d3799f4f,142.0,Valleydale Rd
289,0,3.0,0,5.0,4.0,3.0,4.0,0.0,0.0,dab5fb6f89797979e4f242455afc54a487387dfe,9030.0,Plaza Rd Ext
290,5,3.0,0,2.5,1.0,0.0,2.0,5.0,0.0,14330ac0cb522672b6018cd2f4244a999692f96f,300.0,East Blvd
291,5,3.3039771526735473,0,0.0,0.9871032700525614,3.0,1.9993238445896713,5.0,0.0,eb1741c46ce9a5ec9d745923f8875b0a20dca7fd,6230.0,Albemarle Rd
292,5,0.0,3,5.0,0.5812293449738022,3.0,2,5.0,0.0,ee307633d439b47ac6db9591ba5a0aac5ee6545f,3925.0,N Sharon Amity Rd
293,5,3.0,0,5.0,1.0,0.0,2.0,5.0,0.0,67e5d238655f82ec7621ff809b1f401adb2be0be,105.0,S Tryon St
294,5,3.3039771526735473,0,0.0,1.6826109754383793,0.0,2.599223782593324,0.0,0.0,112bce395e3c547688b50d9cc66371b2f3726146,2100.0,Kilborne Dr
295,5,3.0,4,5.0,1.2256853905921663,0.0,1.439431243892316,5.0,0.0,82c370124dccbb54714f9ea16a1d2b6aedc746b6,3013.0,Statesville Ave
296,5,3.0,3,5.0,1.0,3.0,2.0,0.0,0.0,c243f62745e7a7e5557deb83e04e210aaf9756ee,1217.0,S Caldwell St
297,0,0.0,1,5.0,1.0,3.0,2.0,5.0,0.0,4b241c1049096b1759fb3f50f630556dc4ebbb28,1781.0,N I - 85 Svc Rd
298,0,3.0,0,2.5,2.0,3.0,2.0,5.0,0.0,3ff32d94db73c9a182c6b18b9a1aeec1f6b68595,401.0,W Trade St
299,5,3.0,3,2.5,2.0,3.0,2.0,5.0,0.0,7306ea9b0da51c4b75bdabf0562f811d084dfad1,2858.0,W Mallard Creek Church Rd
300,0,3.0,3,5.0,1.5471031605519379,0.0,1.5690630677617585,0.0,0.0,a183488bfe8710e345692b2119d2e53cafdf4425,6318.0,Park South Dr
